name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Genoa,Italy",2022-11-07,18.7,8.8,15.6,18.7,6.8,15.5,10.3,71.3,0.96,100,12.5,rain,0,0,24.5,18.2,86.5,1018.9,50.7,10,122.2,10.6,5,10,2022-11-07T07:09:21,2022-11-07T17:05:56,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-08,19.9,14.7,17.3,19.9,14.7,17.3,11.7,69.7,0,0,0,rain,0,0,25.6,27.5,79.7,1019.6,61.3,10,46.3,4,2,10,2022-11-08T07:10:42,2022-11-08T17:04:43,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-09,17.6,14.9,16.4,17.6,14.9,16.4,12.8,79.8,0.516,100,12.5,rain,0,0,39.6,22.2,47.9,1018.1,88.4,9.8,33.2,2.9,3,10,2022-11-09T07:12:03,2022-11-09T17:03:32,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-10,18.7,13.7,15.4,18.7,13.7,15.4,11,75.2,1.419,100,8.33,rain,0,0,35.6,33.4,35.8,1022.7,73.7,9.7,48.5,4.2,3,10,2022-11-10T07:13:24,2022-11-10T17:02:23,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-11,17.7,14.7,15.4,17.7,14.7,15.4,10.5,72.4,0.017,100,4.17,rain,0,0,40.7,38.7,28.7,1030.8,34.5,9.9,36.5,2.9,2,10,2022-11-11T07:14:45,2022-11-11T17:01:15,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-12,18.9,14.8,16.8,18.9,14.8,16.8,8.6,59.4,0,0,0,,0,0,50,35.1,31.9,1027.2,63,10,48.9,4.1,2,10,2022-11-12T07:16:06,2022-11-12T17:00:10,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-13,17.9,12.9,15,17.9,12.9,15,7.9,62.6,0,0,0,,0,0,59.8,33.3,38.7,1022,62.1,10,91.4,7.9,5,10,2022-11-13T07:17:26,2022-11-13T16:59:06,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122"
"Genoa,Italy",2022-11-14,14.6,11.7,13,14.6,11.7,13,7.2,67.8,0,0,0,,0,0,38.2,27.5,39.5,1021.2,51.1,9.9,30,2.5,2,10,2022-11-14T07:18:47,2022-11-14T16:58:04,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-15,12.9,10.8,11.5,12.9,10.8,11.5,8.3,80.9,19.05,100,12.5,rain,0,0,31.3,31.5,37.3,1014.8,91.4,8.5,12.4,1.1,1,10,2022-11-15T07:20:07,2022-11-15T16:57:05,0.73,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-16,14.7,9.9,12.4,14.7,6.6,12.2,8,75.1,4.263,100,8.33,rain,0,0,37.1,31.6,36.3,1003.6,67.4,10,32.5,2.8,1,10,2022-11-16T07:21:26,2022-11-16T16:56:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-17,19.6,8.5,15.5,19.6,6.6,15.4,11.2,75.9,0.035,100,4.17,rain,0,0,34.6,23.9,88.3,1000.4,46.9,10,100.4,8.9,4,10,2022-11-17T07:22:46,2022-11-17T16:55:11,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-18,20.6,12.7,15.1,20.6,12.7,15.1,7.9,63.6,0.035,100,4.17,rain,0,0,33.8,27.6,22.6,1000,46.2,10,99.5,8.7,4,10,2022-11-18T07:24:05,2022-11-18T16:54:18,0.82,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-19,13.9,11.6,12.7,13.9,11.6,12.7,4.5,59,0.181,100,8.33,rain,0,0,41.4,31.6,36.5,1004.1,55.6,10,34.2,3,2,10,2022-11-19T07:25:23,2022-11-19T16:53:26,0.85,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-20,16.9,9.9,12.9,16.9,9,12.9,1.4,48,0,0,0,,0,0,28.4,24.1,37.4,1009.4,23.2,10,99.2,8.5,4,10,2022-11-20T07:26:41,2022-11-20T16:52:37,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-11-21,16.6,9.6,13.1,16.6,9.1,13.1,7.5,69.6,0.708,100,4.17,rain,0,0,55.4,31.6,139.5,1006.5,51.1,9.1,66.4,5.7,3,10,2022-11-21T07:27:59,2022-11-21T16:51:50,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-22,12.6,7.9,10,12.6,3.6,8.2,4.3,68.7,45.003,100,12.5,rain,0,0.3,61.6,38.7,23,994,69.4,8.3,19.7,1.7,1,10,2022-11-22T07:29:16,2022-11-22T16:51:05,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-23,15.7,7,12,15.7,5.5,11.4,4.4,60.5,0.017,100,4.17,rain,0,0,19.4,20.3,84.8,1002.1,15.8,10,98.9,8.5,4,10,2022-11-23T07:30:32,2022-11-23T16:50:23,0,Rain,Clear conditions throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-24,16.7,9.6,13.1,16.7,9.6,13.1,5.4,60.8,0.017,100,4.17,rain,0,0,18.4,22.3,58.5,1012.5,24.2,10,97.8,8.4,4,10,2022-11-24T07:31:47,2022-11-24T16:49:43,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-25,15.6,7.6,13.4,15.6,5,13.3,7.3,67.5,0,0,0,rain,0,0,23,33.4,48.5,1016.9,59.5,10,59,5,3,10,2022-11-25T07:33:02,2022-11-25T16:49:05,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-26,16.6,9,12,16.6,5.7,10.9,4.2,59.8,0,0,0,,0,0,35.3,33.3,49,1023.2,38.1,10,86.5,7.4,4,10,2022-11-26T07:34:15,2022-11-26T16:48:30,0.09,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-27,13.9,9,11.1,13.9,5.7,10.2,3.3,58.6,0,0,0,,0,0,24.1,29.4,40.2,1025.3,20.5,10,84.3,7.2,4,10,2022-11-27T07:35:28,2022-11-27T16:47:56,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122"
"Genoa,Italy",2022-11-28,9.9,7.7,9,7.5,4.1,5.9,3.8,70.1,0.086,100,4.17,rain,0,0,31,27.6,35.4,1017.3,81.7,9.8,13.9,1.1,1,10,2022-11-28T07:36:40,2022-11-28T16:47:26,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-11-29,8.9,2.7,7.7,5.8,-2.9,3.8,2.9,72.1,0,0,0,rain,0,0,41,33.5,28.3,1014.3,59,9.5,19.5,1.7,1,10,2022-11-29T07:37:51,2022-11-29T16:46:58,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-11-30,9.6,6.7,7.8,6.4,2.2,4.3,2.1,67.1,0,0,0,,0,0,43.6,33.4,42.1,1015.3,32.9,9.9,70.5,6.1,4,10,2022-11-30T07:39:00,2022-11-30T16:46:32,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-01,12.7,6.7,9.2,12.7,2.6,6.8,1.1,58,0,0,0,,0,0,36,29.4,48.6,1016.5,28.9,10,79.6,6.9,4,10,2022-12-01T07:40:09,2022-12-01T16:46:09,0.26,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-02,12.6,7.6,9.2,12.6,4.1,7.2,1.9,60.6,0,0,0,rain,0,0,35.3,27.7,38.8,1016.3,32.2,10,49.5,4.3,2,10,2022-12-02T07:41:16,2022-12-02T16:45:48,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-03,8,6.7,7.5,5.7,2.1,3.8,4.4,80.2,10.706,100,12.5,rain,0,0.1,43.2,33.4,32.4,1013.9,95.8,8.9,7.5,0.6,0,10,2022-12-03T07:42:22,2022-12-03T16:45:30,0.33,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-04,13.9,-1.4,9.7,13.9,-6.8,7.8,6.4,80,10.771,100,12.5,rain,0,0.1,40.7,31.6,25.9,1012.5,81.2,9.6,34.5,3.1,2,10,2022-12-04T07:43:27,2022-12-04T16:45:14,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-12-05,15.7,10.7,12.3,15.7,10.7,12.3,8.6,78.2,4.684,100,8.33,rain,0,0,31,24.1,89.6,1015.9,62.2,10,20.4,1.7,1,10,2022-12-05T07:44:30,2022-12-05T16:45:01,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-06,13.6,8.7,10.7,13.6,5.4,8.9,4.9,67.6,0,0,0,rain,0,0,25.2,25.9,43.8,1014.2,43.3,10,78.5,6.9,4,10,2022-12-06T07:45:31,2022-12-06T16:44:51,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-07,11.6,6.8,9,11.6,2.4,6.3,2.2,62.2,0,0,0,,0,0,29.2,29.4,40.3,1010.8,37.5,10,54.5,4.8,3,10,2022-12-07T07:46:31,2022-12-07T16:44:43,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-08,9.9,6,8.2,9.5,1.4,5.1,2.8,68.6,1.7,100,4.17,rain,0,0,28.8,29.4,36.6,1009.3,71.6,9.9,20.8,1.8,1,10,2022-12-08T07:47:30,2022-12-08T16:44:38,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-12-09,7,5.7,6.4,3.3,0.5,2.1,3.4,81.2,16.889,100,16.67,rain,0,1,48.2,36.8,35.7,1001.8,88.9,8.7,9.7,0.9,1,10,2022-12-09T07:48:27,2022-12-09T16:44:35,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-10,10.7,2.2,8.2,10.7,-0.5,5,4,75.7,0.015,100,4.17,rain,0,0.1,37.1,35.2,38.8,997.3,66.7,9.1,23.2,1.9,1,10,2022-12-10T07:49:22,2022-12-10T16:44:35,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-11,10.9,-2.3,8.1,10.9,-2.3,6.2,-5.9,38.9,0,0,0,,0,0,45.4,25.9,29.9,999.9,24,10.6,64.9,5.6,4,10,2022-12-11T07:50:15,2022-12-11T16:44:37,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-12-12,9.7,2,6.8,8,-3.6,3.5,-6.5,39.7,0,0,0,,0,0,32.8,27.7,46.1,1006.7,57.6,9.6,78.2,6.8,4,10,2022-12-12T07:51:06,2022-12-12T16:44:43,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-13,4.7,1.8,3.5,0.8,-3.9,-1.4,-1.4,70.2,3.972,100,8.33,"rain,snow",0.9,0.2,51.8,33.4,29.1,1008.1,90.9,9.5,20.1,1.6,1,10,2022-12-13T07:51:56,2022-12-13T16:44:50,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,snow,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-14,7,3.8,5.1,4.5,-1.8,0.3,-0.8,65.5,0,0,0,,0,0.1,45.7,38.7,30.5,1004.2,85.8,10,26.6,2.4,1,10,2022-12-14T07:52:43,2022-12-14T16:45:01,0.71,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-15,8.6,3.8,6.1,7.3,-2.2,2.2,3.4,82.7,37.805,100,12.5,rain,0.6,0.5,59.4,38.6,45.1,1002.9,89.2,8.4,6.8,0.6,1,10,2022-12-15T07:53:29,2022-12-15T16:45:14,0.74,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-16,9.9,5,7.2,8.4,-0.3,3.9,4.2,81.6,4.992,100,12.5,rain,0,0.9,40.7,33.5,38.9,1003.2,81.3,9.4,25.6,2.2,1,10,2022-12-16T07:54:12,2022-12-16T16:45:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-17,15.5,8.6,10.7,15.5,5.1,9.2,5.2,69.2,0,0,0,rain,0,0,26.6,31.6,43,1014.7,46.8,9.9,78.8,6.7,4,10,2022-12-17T07:54:53,2022-12-17T16:45:47,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-18,9,5.9,7.4,5.5,0.8,3.3,2.3,70.2,0,0,0,,0,0,46.4,37,36.2,1029.2,20.1,10,27.6,2.3,1,10,2022-12-18T07:55:32,2022-12-18T16:46:07,0.84,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-12-19,8.9,2.5,7.5,8.2,-0.3,4.7,4.2,79.7,1.819,100,4.17,rain,0,0,25.2,29.3,41.1,1031.7,93.5,7.9,12.6,1,1,10,2022-12-19T07:56:09,2022-12-19T16:46:30,0.87,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-20,13.9,2.1,10,13.9,-0.2,9.3,7.9,87.1,1.457,100,12.5,rain,0,0,23.4,24,59.4,1026.9,88.4,9,17,1.4,1,10,2022-12-20T07:56:44,2022-12-20T16:46:56,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-21,13.5,10,12.6,13.5,7.9,12.5,11.8,95.1,20.3,100,16.67,rain,0,0,31.3,23.9,129.7,1020,89.8,6.1,15.3,1.2,1,10,2022-12-21T07:57:16,2022-12-21T16:47:24,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-22,14.7,10.7,12.3,14.7,10.7,12.3,10.8,90.7,6.361,100,12.5,rain,0,0,29.5,14.7,74,1016.4,89.3,9.1,28.5,2.5,1,10,2022-12-22T07:57:46,2022-12-22T16:47:54,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-23,15.7,11.7,13.9,15.7,11.7,13.9,11.3,84.3,0,0,0,rain,0,0,20.5,27.5,104.8,1014.3,84.9,9.9,46.1,4,3,10,2022-12-23T07:58:14,2022-12-23T16:48:27,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-12-24,15.8,12,14,15.8,12,14,11.6,85.8,0,0,0,,0,0,20.9,22.2,58.8,1015.5,84.4,9.8,17,1.5,1,10,2022-12-24T07:58:39,2022-12-24T16:49:02,0.04,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-25,13.9,11.9,12.5,13.9,11.9,12.5,8.3,75.2,0,0,0,rain,0,0,23.4,27.5,49.2,1022,87,10.1,10.5,0.9,1,10,2022-12-25T07:59:02,2022-12-25T16:49:40,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,remote"
"Genoa,Italy",2022-12-26,15.9,12.9,14.9,15.9,12.9,14.9,13.2,89.2,0.781,100,8.33,rain,0,0,29.9,32.9,145.1,1024.5,88.9,9.9,15.4,1.2,1,10,2022-12-26T07:59:22,2022-12-26T16:50:19,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122"
"Genoa,Italy",2022-12-27,16.7,12.9,14.7,16.7,12.9,14.7,12.5,86.9,0,0,0,rain,0,0,20.9,16.5,105.2,1024.3,62.4,10,38.8,3.4,2,10,2022-12-27T07:59:40,2022-12-27T16:51:01,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-28,12.9,11.7,12.2,12.9,11.7,12.2,7.9,75.4,0.001,100,4.17,rain,0,0,25.2,25.8,41.3,1024.5,65.8,10,16.9,1.6,1,10,2022-12-28T07:59:56,2022-12-28T16:51:45,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-29,14.9,11.7,13.3,14.9,11.7,13.3,10,80.2,0.121,100,8.33,rain,0,0,34.2,18.3,113,1020.8,81.8,9.9,12.1,1.1,1,10,2022-12-29T08:00:09,2022-12-29T16:52:32,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-30,14.9,10.7,12.3,14.9,10.7,12.3,8.1,75.5,0.035,100,4.17,rain,0,0,27,25.8,55.4,1020.1,81.6,9.9,10.4,1,1,10,2022-12-30T08:00:19,2022-12-30T16:53:20,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-12-31,14.9,10.7,13.1,14.9,10.7,13.1,11,87,9.841,100,8.33,rain,0,0,19.1,25.8,82,1027.9,91,8.2,32.9,2.8,2,10,2022-12-31T08:00:27,2022-12-31T16:54:10,0.28,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
