name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Genoa,Italy",2022-01-01,14,12,13.2,14,12,13.2,11.4,88.8,0.009,100,4.17,rain,0,0,,9.3,106.4,1026.8,99.5,9.5,82.6,7,4,,2022-01-01T08:00:33,2022-01-01T16:55:15,0.95,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-01-02,14,12.9,13.4,14,12.9,13.4,10.5,82.9,0.39,100,4.17,rain,0,0,,20.4,154.8,1026.3,95.4,10,49,4.3,4,,2022-01-02T08:00:35,2022-01-02T16:56:10,0,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-01-03,13.9,12.7,13.3,13.9,12.7,13.3,12.2,93.2,0,0,0,,0,0,,23.9,118.9,1019.7,91.5,9.8,52.3,4.4,3,,2022-01-03T08:00:34,2022-01-03T16:57:07,0.02,Overcast,Cloudy skies throughout the day.,cloudy,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-04,13.9,12.8,13.8,13.9,12.8,13.8,12.8,94.1,2.848,100,8.33,rain,0,0,46.4,31.6,172.5,1011.5,92.1,7.3,34.3,2.9,2,,2022-01-04T08:00:31,2022-01-04T16:58:05,0.06,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-05,14.9,9.8,12.7,14.9,7.3,12.5,9.1,81.4,15.851,100,16.67,rain,0,0,51.8,36.8,137.2,1000.5,84.2,8.4,7.7,0.6,0,,2022-01-05T08:00:26,2022-01-05T16:59:05,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-01-06,11.9,7.9,9.5,11.9,3.9,7.4,-2.1,45.7,0,0,0,,0,0,,31.7,34.6,1010.5,31.5,10,68.2,5.7,4,,2022-01-06T08:00:18,2022-01-06T17:00:07,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-01-07,8.7,4.7,6.5,6,-0.2,3.1,-1.3,57.5,0,0,0,,0,0,,29.5,39,1017.5,40.7,10,81.4,7,4,,2022-01-07T08:00:07,2022-01-07T17:01:11,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-08,11.7,4,7.5,11.7,1.6,5.9,-2,51.9,0,0,0,,0,0,,18.3,42.1,1013.2,24.7,10,86.3,7.5,4,,2022-01-08T07:59:54,2022-01-08T17:02:16,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-01-09,11.9,3.9,7.7,11.9,-1.1,5.4,-0.6,58.2,0.39,100,4.17,rain,0,0,,27.5,46.5,1003.9,27.6,9.8,61,5.3,3,,2022-01-09T07:59:38,2022-01-09T17:03:22,0.25,"Rain, Partially cloudy",Clearing in the afternoon with afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-01-10,10.6,4.7,7.4,10.6,-0.2,4.3,-3,48,0,0,0,,0,0,24.5,27.6,41.7,1010,9,10,85.3,7.2,6,10,2022-01-10T07:59:20,2022-01-10T17:04:30,0.25,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-11,13.6,6.9,9.2,13.6,3.5,7,-7.5,30.8,0,0,0,,0,0,26.3,24.3,40.8,1020.4,0,10,100.9,8.6,4,10,2022-01-11T07:58:59,2022-01-11T17:05:39,0.29,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-12,10.6,4.7,7.3,10.6,-0.3,3.6,-4.9,42.2,0,0,0,,0,0,30.6,37.1,40.6,1027.8,6.3,10,97.7,8.4,4,10,2022-01-12T07:58:36,2022-01-12T17:06:50,0.32,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-13,9.7,4.7,7.3,6.2,-0.7,2.9,-5.8,39.8,0,0,0,,0,0,51.8,38.7,35.9,1033.5,0,10,98.9,8.6,4,10,2022-01-13T07:58:10,2022-01-13T17:08:02,0.35,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-14,14.5,8,10.7,14.5,4.7,9.5,-2.8,44.8,0,0,0,,0,0,18,38.7,38.6,1030.7,0,10,104.7,9.1,4,10,2022-01-14T07:57:42,2022-01-14T17:09:15,0.38,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-15,14.7,5.8,9.6,14.7,5.1,9.3,6.2,79.4,0,0,0,,0,0,7.9,9.3,42.2,1025.2,28.4,10,104.3,9.1,4,10,2022-01-15T07:57:12,2022-01-15T17:10:29,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-16,13,9,11.1,13,7.2,10.7,6.9,75.7,0,0,0,rain,0,0,14.4,18.3,99.1,1024.8,73.5,10,96,8.2,4,10,2022-01-16T07:56:39,2022-01-16T17:11:44,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122"
"Genoa,Italy",2022-01-17,13.8,6.7,10,13.8,6.7,9.9,6,76.4,0,0,0,,0,0,7.9,7.6,8.9,1026.1,5.3,10,106.5,9.1,4,10,2022-01-17T07:56:03,2022-01-17T17:13:01,0.48,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-18,13.7,7.6,10.4,13.7,5.3,9.6,4.6,69.2,0,0,0,,0,0,17.3,29.4,45,1029.8,19.3,10,101.9,8.9,4,10,2022-01-18T07:55:26,2022-01-18T17:14:18,0.5,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-19,12.9,6.7,10.3,12.9,2.4,8.5,4.2,66.2,0,0,0,rain,0,0,15.1,29.3,76.8,1028.8,28.2,8.6,80.1,6.9,4,10,2022-01-19T07:54:46,2022-01-19T17:15:36,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-20,13.7,6.7,9.6,13.7,2.4,7.9,4.6,72.2,6.04,100,4.17,rain,0,0.2,16.6,29.4,38.5,1019.7,32.7,9.4,78.7,6.9,4,10,2022-01-20T07:54:03,2022-01-20T17:16:54,0.59,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-21,12.6,6.6,8.5,12.6,3.3,6.5,-2.9,46.5,0,0,0,,0,0,19.1,29.4,38,1020.9,0,10,102.9,8.9,4,10,2022-01-21T07:53:19,2022-01-21T17:18:14,0.62,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-22,11.8,5.5,8.4,11.8,1.9,6.8,-0.3,55.7,0,0,0,,0,0,14,24,51.8,1026.4,8,10,101.2,8.8,4,10,2022-01-22T07:52:32,2022-01-22T17:19:34,0.66,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-23,13,6,9.7,13,5.1,9.5,6.1,78.7,0,0,0,,0,0,5.4,12.9,96.7,1028.1,54.8,10,102.6,8.9,4,10,2022-01-23T07:51:43,2022-01-23T17:20:55,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-01-24,12.8,4.1,9.7,12.8,1.2,8.1,4.7,71.5,0,0,0,,0,0,15.8,25.9,44.3,1029.6,38.6,9.8,94.3,8.1,4,10,2022-01-24T07:50:52,2022-01-24T17:22:16,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-25,12,5,8.6,12,-0.1,6.3,2.9,67.6,0,0,0,,0,0,19.4,31.5,60.6,1031.7,53,9.3,53.9,4.6,2,10,2022-01-25T07:49:59,2022-01-25T17:23:38,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-26,12.9,10,11.9,12.9,9.1,11.9,6.6,70,0,0,0,,0,0,11.9,18.2,183.8,1028,81.4,10,46.9,4.1,2,10,2022-01-26T07:49:04,2022-01-26T17:25:01,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-01-27,13,9.8,11.8,13,9.1,11.7,6.8,71.3,0,0,0,,0,0,16.6,16.6,169.5,1026.7,91.3,10,98.7,8.3,5,10,2022-01-27T07:48:07,2022-01-27T17:26:23,0.83,Overcast,Cloudy skies throughout the day.,cloudy,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-01-28,15.9,9.8,13.1,15.9,9.4,13.1,4.1,61.5,0,0,0,,0,0,22.7,33,157.2,1025.2,44.6,10,113.7,9.6,5,10,2022-01-28T07:47:08,2022-01-28T17:27:47,0.87,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-29,13,7.6,11.5,13,7.6,11.4,3.1,59.4,0,0,0,,0,0,13,27.6,114.1,1028.4,39.5,10,113.2,9.7,5,10,2022-01-29T07:46:06,2022-01-29T17:29:10,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-01-30,14,11,12.7,14,11,12.7,7.4,70.5,0,0,0,rain,0,0,15.1,16.6,189.5,1021.7,67.8,10,111.5,9.7,5,10,2022-01-30T07:45:03,2022-01-30T17:30:34,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-01-31,13.6,11,12,13.6,11,12,4.3,63.5,0,0,0,rain,0,0,64.8,38.7,92.4,1011.3,61.2,10,97.1,8.4,5,10,2022-01-31T07:43:58,2022-01-31T17:31:58,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-01,15.7,9,12.1,15.7,9,12.1,-8.3,24.2,0,0,0,,0,0,54.4,35,5.9,1012.8,4.2,10,123.6,10.7,5,10,2022-02-01T07:42:51,2022-02-01T17:33:22,0,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-02,15,5.8,10.6,15,5.6,10.5,1.5,54.3,0,0,0,,0,0,20.5,9.3,333.4,1012.8,0.4,10,121.4,10.5,5,10,2022-02-02T07:41:43,2022-02-02T17:34:47,0.04,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-03,13.9,9,12.1,13.9,7.6,11.9,8.8,80.6,0,0,0,rain,0,0,14.8,20.4,114.7,1020.1,52,10,98.2,8.4,5,10,2022-02-03T07:40:32,2022-02-03T17:36:11,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-02-04,13.9,10.7,12.4,13.9,10.7,12.4,10.2,86.5,0.723,100,12.5,rain,0,0,11.5,22.1,106.6,1017.2,80.7,9.5,36.6,3.1,3,10,2022-02-04T07:39:20,2022-02-04T17:37:36,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-05,13.8,9.7,11.7,13.8,8.4,11.6,8.6,81.6,0,0,0,,0,0,9,14.7,21.5,1018.2,31.3,9.9,119.5,10.3,5,10,2022-02-05T07:38:06,2022-02-05T17:39:00,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-06,14,7,10.8,14,5.6,10.5,7.8,82,0,0,0,rain,0,0,27,25.9,140.7,1020.5,48.1,10,114.1,9.7,5,10,2022-02-06T07:36:50,2022-02-06T17:40:25,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-02-07,16.7,8.8,11.9,16.7,7.2,11.5,-2.5,48.2,0,0,0,,0,0,48.2,33.4,41,1015.1,22,10,134,11.4,5,10,2022-02-07T07:35:33,2022-02-07T17:41:49,0.2,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-08,13.9,5.7,10.8,13.9,3.6,10.2,-2,44,0,0,0,,0,0,13.3,16.7,102.9,1029.8,4.7,10,135.2,11.7,5,10,2022-02-08T07:34:15,2022-02-08T17:43:14,0.25,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-09,13.8,11,12.8,13.8,11,12.8,9.1,78.7,0,0,0,rain,0,0,24.1,27.5,143.5,1031.6,66.2,10,128,11,5,10,2022-02-09T07:32:54,2022-02-09T17:44:38,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-02-10,13.9,12.7,13.3,13.9,12.7,13.3,10.4,83.2,0,0,0,rain,0,0,39.6,25.9,160.3,1026.9,88.2,10,123.8,10.6,7,10,2022-02-10T07:31:33,2022-02-10T17:46:03,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-11,12.9,8.9,12,12.9,8.4,11.9,9.7,86.3,0.535,100,8.33,rain,0,0,29.5,22.2,135.3,1023.7,82.8,9.8,67,5.8,3,10,2022-02-11T07:30:09,2022-02-11T17:47:27,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-12,12.6,7.7,10.2,12.6,4.6,8.6,-1,46.3,0,0,0,,0,0,45.7,29.5,21.9,1027.2,14.4,10,140.8,12.2,6,10,2022-02-12T07:28:45,2022-02-12T17:48:51,0.36,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-13,13.9,5.9,8.8,13.9,1.5,6.3,-2.4,46,0,0,0,,0,0,27,27.7,31.2,1024.8,18.9,10,134.6,11.7,5,10,2022-02-13T07:27:19,2022-02-13T17:50:15,0.39,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122"
"Genoa,Italy",2022-02-14,8.9,3.9,6.7,7.1,-1.7,3.3,1,69.8,1.307,100,12.5,rain,1.5,0.5,29.9,35.2,36.8,1017.3,88.2,9.5,28,2.4,1,10,2022-02-14T07:25:52,2022-02-14T17:51:39,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,snow,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-15,9.6,3,6.1,9.6,-2,3.4,2.9,80.1,14.039,100,12.5,"rain,snow",0.9,5.3,43.6,33.3,36.9,1012.3,56.3,9.7,23.6,1.9,2,10,2022-02-15T07:24:23,2022-02-15T17:53:02,0.46,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-16,11.8,5,9.1,11.8,2.4,8.4,4.9,75.5,0,0,0,,0,0.2,19.1,16.5,82.7,1016,38.4,10,130.1,11.3,6,10,2022-02-16T07:22:53,2022-02-16T17:54:26,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-17,13.8,8,11.8,13.8,6.7,11.5,9.8,87.9,0,0,0,,0,0.4,29.2,16.5,115,1014.3,61.7,10,133.9,11.5,6,10,2022-02-17T07:21:22,2022-02-17T17:55:49,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-18,13.9,9,12.1,13.9,9,12,11.6,96.8,0,0,0,rain,0,0.8,35.3,38.7,129.1,1015.9,78.2,9.9,77.5,6.8,5,10,2022-02-18T07:19:50,2022-02-18T17:57:12,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-19,13.9,11.9,13.5,13.9,11.9,13.5,13.3,98.8,1.121,100,12.5,rain,0,0.7,32,31.4,131.9,1015,80.1,9.1,53.6,4.5,4,10,2022-02-19T07:18:17,2022-02-19T17:58:34,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-20,14.9,10,13,14.9,9.6,13,10.6,85.9,0,0,0,,0,0.8,16.2,16.5,73.9,1017.9,26,10,155.5,13.4,6,10,2022-02-20T07:16:42,2022-02-20T17:59:57,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-02-21,17.6,11.9,13.9,17.6,11.9,13.9,4.9,61.6,0.181,100,4.17,rain,0,0,53.6,31.6,89,1009.7,35.5,10,98.6,8.4,5,10,2022-02-21T07:15:07,2022-02-21T18:01:19,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-22,18.7,10,13,18.7,7.3,12.8,0.1,44.5,0,0,0,,0,0,33.1,29.4,353.1,1015.8,5,10,165.5,14.4,6,10,2022-02-22T07:13:30,2022-02-22T18:02:40,0.71,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-23,14,6.7,11.2,14,5.9,11,5.7,70.2,0,0,0,,0,0,16.6,12.9,51.8,1023.5,2.1,10,168,14.5,6,10,2022-02-23T07:11:53,2022-02-23T18:04:02,0.75,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-24,12.9,7.6,10.9,12.9,6.8,10.7,8.1,83.4,0,0,0,rain,0,0,27.7,25.6,132,1022.8,47.1,10,119.1,10.4,4,10,2022-02-24T07:10:14,2022-02-24T18:05:23,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-25,13.9,9.8,12.5,13.9,9.8,12.5,5.6,71.3,0,0,0,rain,0,0,57.6,37,70.4,1017.7,45.7,10,142.5,12.3,6,10,2022-02-25T07:08:35,2022-02-25T18:06:44,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-26,14.7,7,10.9,14.7,4.2,9.8,-9.1,24.8,0,0,0,,0,0,48.2,27.7,20.9,1023.6,0,10,176.9,15.2,6,10,2022-02-26T07:06:55,2022-02-26T18:08:05,0.85,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-02-27,12.9,4.9,9,12.9,2.4,7.9,-8.5,29.3,0,0,0,,0,0,29.9,25.8,32,1025.3,3.3,10,175.8,15.3,6,10,2022-02-27T07:05:14,2022-02-27T18:09:25,0.88,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,D9924"
"Genoa,Italy",2022-02-28,12.9,6.6,10.1,12.9,2.7,8.9,-3.3,39.9,0,0,0,,0,0,26.3,24,38,1024.9,0,10,179.9,15.7,6,10,2022-02-28T07:03:32,2022-02-28T18:10:45,0.92,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-01,12.7,5.7,8.8,12.7,1.1,6.9,-4,41.9,0,0,0,"rain,snow",0,0,38.9,27.7,37.3,1027.6,14.9,10,178.8,15.3,6,10,2022-03-01T07:01:49,2022-03-01T18:12:05,0.95,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-02,10.9,5.5,8.9,10.9,1.5,7.5,-2.1,46.5,0,0,0,,0,0,17.6,22.2,82.1,1023.5,27.3,10.1,166.7,14.3,6,10,2022-03-02T07:00:06,2022-03-02T18:13:24,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-03,11.9,8.6,10.8,11.9,7.5,10.4,5.1,68.6,0,0,0,rain,0,0,20.5,16.5,113.8,1016.5,76.3,10,167.5,14.3,6,10,2022-03-03T06:58:22,2022-03-03T18:14:43,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-04,12.8,8.7,11.3,12.8,8.1,11.1,7.3,77.3,1.808,100,4.17,rain,0,0,16.2,24,117.8,1012.4,59.6,10,143.8,12.4,6,10,2022-03-04T06:56:38,2022-03-04T18:16:02,0.06,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-05,12.7,7.7,9.9,12.7,4.6,8.6,-1.1,48.4,0.009,100,4.17,rain,0,0,40,25.8,20.5,1014.5,44,10,174.3,15.2,7,10,2022-03-05T06:54:52,2022-03-05T18:17:21,0.09,"Rain, Partially cloudy",Clearing in the afternoon with early morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-06,11.9,4.9,7.9,11.9,0.7,5.7,-5.5,39,0.004,100,4.17,rain,0,0,26.3,27.7,28.7,1015.5,14.5,10,178.7,15.4,7,10,2022-03-06T06:53:06,2022-03-06T18:18:39,0.12,Rain,Clear conditions throughout the day with early morning rain.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122"
"Genoa,Italy",2022-03-07,13.6,4.9,8.9,13.6,2,7.4,-4.2,40.2,0,0,0,,0,0,25.6,22.2,31.5,1016.8,0,10,180.3,15.7,7,10,2022-03-07T06:51:20,2022-03-07T18:19:57,0.15,Clear,Clear conditions throughout the day.,clear-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999,D9924"
"Genoa,Italy",2022-03-08,11.6,4.9,8,11.6,2.2,6,-2.9,47,0,0,0,"rain,snow",0,0,38.5,25.8,32.6,1020.3,26.5,10,134,11.7,6,10,2022-03-08T06:49:33,2022-03-08T18:21:15,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-03-09,10.9,5.5,8.4,10.9,1.8,6.8,-1.1,51.4,0,0,0,,0,0,18.7,23.9,32.3,1023.6,12.4,10,188.9,16.4,7,10,2022-03-09T06:47:46,2022-03-09T18:22:33,0.22,Clear,Clear conditions throughout the day.,clear-day,"D9691,16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-03-10,12.8,8,11,12.8,6.7,10.5,5.4,68.6,0,0,0,,0,0,20.9,18.3,84.9,1024.4,64.7,10,198.8,17.2,7,10,2022-03-10T06:45:58,2022-03-10T18:23:50,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-03-11,12.7,7.9,10.2,12.7,5.3,9.1,2.5,59.8,0,0,0,,0,0,37.4,27.7,37.8,1023.5,43.4,9.5,160,13.8,6,10,2022-03-11T06:44:10,2022-03-11T18:25:07,0.28,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-03-12,11.6,6.7,9.1,11.6,2.6,6.6,-0.7,50.5,0,0,0,,0,0,45.7,31.6,26.2,1024.6,72.3,10,120.2,10.4,5,10,2022-03-12T06:42:21,2022-03-12T18:26:24,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
"Genoa,Italy",2022-03-13,12.9,5.9,9.3,12.9,1.5,7.4,-4.5,39.7,0,0,0,,0,0,31.3,27.7,26.6,1024.7,59.5,10,189.2,16.3,7,10,2022-03-13T06:40:32,2022-03-13T18:27:41,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"16153099999,LIMJ,16120099999,16111099999,F9122"
"Genoa,Italy",2022-03-14,10.9,6.7,8.6,10.9,2.6,5.7,3.5,70.5,0.589,100,16.67,rain,0,0.2,40.3,27.8,34.5,1030.4,88.3,9.7,74.6,6.3,3,10,2022-03-14T06:38:43,2022-03-14T18:28:57,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"16153099999,LIMJ,16120099999,16111099999,F9122,16119099999"
